Video ID,Title,Upload Date,Numeric Date,Video Type,Duration,Duration in s,View Count,Like Count,Comment Count
NQFnpRx6Ajc,SALMON Bread #shorts,2021-02-07,20210207,Short,47S,47,5042643,320824,1925
8u_L6--738k,Car Cooking: The Oreo McFlurry #shorts,2021-02-04,20210204,Short,59S,59,36416662,2280483,7248
V5uvSbW-Y0o,The PORCHETTA Glizzy Wellington (pt4) #shorts,2021-02-04,20210204,Short,55S,55,1269347,69037,897
lCK6zrwnBGw,Smoked LOBSTER and Garlic Butter #shorts,2021-02-03,20210203,Short,30S,30,601491,33617,430
JvI42klX2so,Bacon STEAK #shorts,2021-02-02,20210202,Short,32S,32,1882035,116270,902
4cuGjdEQ11w,Is DRY BRINING Worth It? Steak Science #shorts,2021-02-01,20210201,Short,58S,58,1466153,71727,351
TduiEN47DIc,The IMMORTAL Hot Pocket pt1,2021-01-31,20210131,Short,56S,56,2347945,132689,1024
d1ClvpNZycs,JUMBO Surf & Turf TEMPURA #shorts,2021-01-29,20210129,Short,40S,40,1083779,45021,467
bde4_GrdjMM,Honey Mustard x Ghost Pepper WANGZ #shorts,2021-01-27,20210127,Short,34S,34,609442,23738,346
9KgJDGLcWmw,CRUNCH WRAP Supreme #shorts,2021-01-25,20210125,Short,59S,59,4849962,320869,2304
feL8t43tLZA,The WAGYU Big Mac (Car Cooking pt4) #shorts,2021-01-24,20210124,Short,41S,41,17271895,910354,3636
hSD48Iop-Ms,Worlds Most EXPENSIVE Beef Jerky (A5 Wagyu Filet Mignon) #shorts,2021-01-23,20210123,Short,30S,30,2258433,88875,766
OxWnNyImzw4,BACON Bread: BLT & Salad Bowl #shorts,2021-01-23,20210123,Short,36S,36,867305,31872,600
WhTiePz20IU,The GOLDEN Goldfish #shorts,2021-01-22,20210122,Short,55S,55,1568730,53211,1017
BUP7MiEFrcU,Cooking BAMBI: ASMR #shorts,2021-01-22,20210122,Short,16S,16,1372425,40800,790
_x1rQpyQy4A,WAGYU Nachos #shorts,2021-01-21,20210121,Short,40S,40,1281935,65290,731
zNjnRDFKv8M,Salmon CANDY #shorts,2021-01-20,20210120,Short,33S,33,1099187,39325,609
cyrVgqAD6xc,Candied BACON x Ice Cream #shorts,2021-01-20,20210120,Short,35S,35,465918,23742,750
uNCxAk6ozPE,Tofu RIBS #shorts,2021-01-19,20210119,Short,44S,44,3145251,189041,3194
wJXmkEN2XrA,Golden GLIZZY Wellington! #shorts,2021-01-19,20210119,Short,58S,58,3601602,292626,1748
7MwM4I91o1Q,LOBSTER Hacks #shorts,2021-01-18,20210118,Short,15S,15,12104609,532786,1132
OfVHuqUGlyg,Hot dog OR Hamburger? #shorts,2021-01-18,20210118,Short,44S,44,1094083,45700,1409
U-Lk0uoMN7I,BACON Studded Smoked SALMON #shorts,2021-01-17,20210117,Short,58S,58,3114484,218457,1219
6kKfZQ8u4T8,Eating a 300 DAY Old Steak RAW #shorts,2021-01-17,20210117,Short,56S,56,32313951,1420285,13622
dOAyYRAPwr0,The GLIZZY Wellington Pt2 #shorts,2021-01-16,20210116,Short,58S,58,9403976,550758,3359
MWjQZ1Tx-20,The GLIZZY Wellington #shorts,2021-01-15,20210115,Short,51S,51,1770966,57889,1445
-K6E6U58zGE,LOBSTER x Grilled Cheese #shorts,2021-01-14,20210114,Short,56S,56,1700349,65122,1062
4IdSz2V4RF8,PORKLESS Salmon x Cinnamon Roll #shorts,2021-01-13,20210113,Short,51S,51,1436847,49231,941
oFhNJgWM6Y0,BRINGING THE MEATS to Arby’s: Car Cooking pt3 #shorts,2021-01-12,20210112,Short,31S,31,6477816,201826,1770
JWSZsYag6O4,Will it Wellington? CINNAMON ROLLS #shorts,2021-01-11,20210111,Short,31S,31,1377102,41125,1307
w8j9C0BbtDg,Swedish Fish #shorts,2021-01-10,20210110,Short,31S,31,1666941,47999,1050
YMrP85Olqa8,Surf & TURF Sushi #shorts,2021-01-09,20210109,Short,29S,29,1345940,45438,593
7VLkKClEug8,Hot Tub TUNA #shorts,2021-01-08,20210108,Short,26S,26,3420129,80482,1631
Z82F8XA68rc,Car Cooking pt2 THE McRIB #shorts,2021-01-06,20210106,Short,27S,27,7899009,301068,1547
w6fdVersAmg,Smoked Bacon S’MORE Bombs #shorts,2021-01-05,20210105,Short,53S,53,392821,16788,572
PN_1jWeLf2c,Ribs in a CORN DOG!! #shorts,2021-01-04,20210104,Short,32S,32,801344,32248,623
a42lVGMqACk,Garlic BOMBS! #shorts,2021-01-03,20210103,Short,32S,32,1083022,45485,585
GoofISdn2TQ,The PERFECT Bite: Bacon STUDDED Scallops & Caviar #shorts,2021-01-02,20210102,Short,39S,39,575857,20310,596
XD_O33aU9wU,FrankenSTEAK: Gluing a Filet to a Ribeye #shorts,2020-12-30,20201230,Short,29S,29,1532230,55489,657
6bXYJ4Z1Sc0,A5 Wagyu x PURPLE Cauliflower #shorts,2020-12-28,20201228,Short,46S,46,1422151,56695,1262
HZ-bqnA5ioQ,Grow a GLIZZY #shorts,2020-12-27,20201227,Short,47S,47,6630847,305390,5803
hXFVFkNy01o,Bacon Stuffed BUNS Triple Smash Burger #shorts,2020-12-26,20201226,Short,50S,50,1420734,85266,1028
DNaLdMOmSWw,SHREDDING a Wagyu Steak #shorts,2020-12-25,20201225,Short,51S,51,3383114,162540,1451
IInYY3tkshE,PRIME RIB Laced w/ Bacon & Blue Cheese #shorts,2020-12-25,20201225,Short,55S,55,1088806,57863,990
ROxD5KeuPTU,Fresh EEL Sushi #shorts,2020-12-24,20201224,Short,50S,50,787772,25871,721
-4MKnJY-2hc,VENISON Rib Roast #shorts,2020-12-22,20201222,Short,55S,55,856934,37503,801
d7aB-aTdc4c,Black Hawk BEEF Bomb #shorts,2020-12-21,20201221,Short,56S,56,1547066,67945,1045
ja_Uw62RulA,Root Beer Glazed RIBS x Root Beer Float #shorts,2020-12-20,20201220,Short,33S,33,490663,22342,370
Lkx2dacy-PQ,LAMB Rack x Balsamic Blackberry Glaze #shorts,2020-12-19,20201219,Short,58S,58,571850,25066,469
hBd1FRlHczg,Smoked SALMON x Cinnamon Roll #shorts,2020-12-15,20201215,Short,55S,55,1802863,107957,1154
eqE0ag_XYsA,Will it Easy Bake: WAGYU A5 & Truffles #shorts,2020-12-15,20201215,Short,48S,48,805277,33794,669
xdSGOWKt_6o,Holiday Tree. Meat Galore. #shorts,2020-12-08,20201208,Short,59S,59,1477772,46840,2063
D1SeFPWNxss,Candied BACON: Chocolate x Sriracha #shorts,2020-12-06,20201206,Short,24S,24,402779,14966,290
ecxEdDh1GJ0,Boneless Wings EXPOSED #shorts,2020-12-03,20201203,Short,37S,37,7251101,258005,2307
wPm6qrUuvGI,Taco TWINKIE x Flaming Hot Mozzarella Stick #shorts,2020-11-30,20201130,Short,54S,54,1577708,62588,1097
OQ435x0Kf1s,The TURKEY FOOTBALL #shorts,2020-11-29,20201129,Short,59S,59,2929840,179213,2012
A9tZvbzU0zs,Will it EASY BAKE? pt2 Baby Back Ribs #shorts,2020-11-24,20201124,Short,44S,44,930827,44011,890
ya64LQKTGBs,Will it EASY BAKE? pt1 Ribeye and Potatoes 🥩🥔  #shorts,2020-11-20,20201120,Short,55S,55,3838609,197231,2119
MWLYWOtmJVY,The STEAK Cake 🥩 🎂 #shorts,2020-11-15,20201115,Short,52S,52,904653,39919,1333
5OLKyNq1aF0,3 Perfect STEAK Sauces 🥩,2020-11-13,20201113,Short,53S,53,2321717,100257,1115
AqqH_AEcJ8Q,The Pork PRETZEL 🐽 + 🥨,2020-11-10,20201110,Short,49S,49,2668519,141848,2586
IU_0YZ_Bshw,WELLINGTON Steak Cake! Happy Birthday Gordon Ramsay & Tilly Ramsay🥩🎂🥖,2020-11-08,20201108,Short,59S,59,5850493,339304,2745
MZ5z_XEM0M8,Prime Rib Laced With BACON 🥩🥓,2020-11-06,20201106,Short,59S,59,2338816,83616,1787
