Video ID,Title,Upload Date,Video Type,Duration,Duration in s,View Count,Like Count,Comment Count
v1Yv8fS78bc,Cooking a Brisket Like a Steak,2023-03-06,Short,48S,48,32325159,1648800,2836
XA1auynQxQI,I Cooked Salmon on a Deserted Island,2023-03-03,Short,59S,59,8271704,582837,2635
n3ixz8Fgw1c,How Alaskan Salmon Gets on Your Plate,2023-03-02,Short,44S,44,1854501,142549,294
QHlN4nte57Q,First Class Airplane Food Review: Worth It?,2023-03-01,Short,49S,49,11566028,727588,3678
_K263qh9vyg,"$1 vs $1,000 Wine Taste Test",2023-02-24,Short,46S,46,3021087,232921,705
35hGDDyKiu0,"I Covered Briskets in Relish, Ketchup, Mayo and Mustard",2023-02-22,Short,47S,47,23172484,1356294,3604
1cPXvVxxckc,Worlds Hottest Dry Age (9 Million Scoville),2023-02-18,Short,55S,55,11005568,769096,2073
_Jev7bXNjyc,Brisket vs Tofu,2023-02-14,Short,20S,20,40629836,1941761,16842
HTpzWqMD45o,I Soaked a Ribeye in Whiskey for 24hrs Then Dry Aged It,2023-02-10,Short,42S,42,50917691,2363403,9069
8hHkdPDALiU,The Rarest Steak I’ve Ever Cooked,2023-02-09,Short,27S,27,22364321,1074183,3204
oB8clo4UMEs,I Ate a Freezer Burned Steak,2023-02-08,Short,42S,42,15054640,923804,1747
4e7LQOgLSCo,We Out-Pizza’d the Hut @ryancantcook,2023-02-07,Short,23S,23,22286988,1020346,3969
vv48rmFo3lQ,She Didn't Let Me Eat the Filet-O-Fish...,2023-02-06,Short,26S,26,3222079,172665,668
zqMMm47977g,Dry Aging Turned This Steak Grey...,2023-02-04,Short,44S,44,3519805,229909,459
GAMY4Hp6s2A,"Best ""it's raw"" comment wins pt. 4",2023-02-03,Short,10S,10,26443700,586198,41272
H84MZlCK9TE,Best Lamb I Ever Had,2023-02-02,Short,44S,44,1772876,130245,459
LcNNEZ9i-QA,$300 New Years King Crab,2023-02-01,Short,49S,49,13594269,861992,2625
N0UVzw1W_Mw,Brisket Stuffed Prime Rib,2023-01-20,Short,48S,48,6283240,395722,1033
lzapLX2bH3o,Scallop Pasta ft. @itsQCP,2023-01-11,Short,42S,42,5629035,401745,1017
0zlG1Knt6ZA,Steak Battles: Max vs Peter Luger,2023-01-07,Short,43S,43,4817080,291895,915
ZYjGfbTH4N0,The Steak Review: Peter Luger Steak House,2023-01-06,Short,42S,42,5423076,286091,1509
nhmAAy0HYpA,Dry Aged vs Dry Brined vs Wet Brined PULLED PORK,2022-12-30,Short,1M,60,10684213,717430,1346
scv7vniJ0wg,Dry Aged Pulled Pork,2022-12-29,Short,39S,39,1455504,119398,346
